@runq_delay_us: 
[1]                    3 |                                                    |
[2, 4)               892 |@@@@@@@@@@@@@                                       |

@per_proc[mmp]: 
[1]                   22 |@@@@                                                |
[2, 4)               270 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               224 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[8, 16)               77 |@@@@@@@@@@@@@@                                      |
[16, 32)              26 |@@@@@                                               |
[32, 64)               5 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             2 |                                                    |
[256, 512)             1 |                                                    |
[512, 1K)              0 |                                                    |
[1K, 2K)               2 |                                                    |
[2K, 4K)               1 |                                                    |

@per_proc[memcached]: 
[1]                    2 |                                                    |
[2, 4)               117 |@@@@@@@@@@@@@@@@@@@@@@@                             |
[4, 8)               260 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              123 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)              99 |@@@@@@@@@@@@@@@@@@@                                 |
[32, 64)              27 |@@@@@                                               |
[64, 128)             14 |@@                                                  |
[128, 256)             5 |@                                                   |
[256, 512)             3 |                                                    |
[512, 1K)              5 |@                                                   |
[1K, 2K)               1 |                                                    |
[2K, 4K)               1 |                                                    |

@per_proc[thermald]: 
[1]                   17 |@@                                                  |
[2, 4)               374 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               156 |@@@@@@@@@@@@@@@@@@@@@                               |
[8, 16)               62 |@@@@@@@@                                            |
[16, 32)              44 |@@@@@@                                              |
[32, 64)              10 |@                                                   |
[64, 128)              2 |                                                    |
[128, 256)             4 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              1 |                                                    |
[1K, 2K)               0 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               1 |                                                    |

@per_proc[JS Helper]: 
[1]                    1 |                                                    |
[2, 4)               172 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@             |
[4, 8)               227 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               75 |@@@@@@@@@@@@@@@@@                                   |
[16, 32)              62 |@@@@@@@@@@@@@@                                      |
[32, 64)              52 |@@@@@@@@@@@                                         |
[64, 128)             48 |@@@@@@@@@@                                          |
[128, 256)            24 |@@@@@                                               |
[256, 512)            18 |@@@@                                                |
[512, 1K)              9 |@@                                                  |
[1K, 2K)               4 |                                                    |
[2K, 4K)               2 |                                                    |

@per_proc[gmain]: 
[1]                    1 |                                                    |
[2, 4)                65 |@@@@@@@@@@@@                                        |
[4, 8)               268 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              194 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)             118 |@@@@@@@@@@@@@@@@@@@@@@                              |
[32, 64)              99 |@@@@@@@@@@@@@@@@@@@                                 |
[64, 128)             31 |@@@@@@                                              |
[128, 256)             9 |@                                                   |
[256, 512)             3 |                                                    |
[512, 1K)             10 |@                                                   |
[1K, 2K)               2 |                                                    |
[2K, 4K)               2 |                                                    |

@per_proc[cpuUsage.sh]: 
[1]                    1 |                                                    |
[2, 4)                90 |@@@@@@@@@@@@@                                       |
[4, 8)               353 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              119 |@@@@@@@@@@@@@@@@@                                   |
[16, 32)              26 |@@@                                                 |
[32, 64)              47 |@@@@@@                                              |
[64, 128)             16 |@@                                                  |
[128, 256)            58 |@@@@@@@@                                            |
[256, 512)            52 |@@@@@@@                                             |
[512, 1K)             56 |@@@@@@@@                                            |
[1K, 2K)              55 |@@@@@@@@                                            |
[2K, 4K)              44 |@@@@@@                                              |
[4K, 8K)               0 |                                                    |
[8K, 16K)              1 |                                                    |
[16K, 32K)             1 |                                                    |

@per_proc[kworker/3:1]: 
[2, 4)                10 |@                                                   |
[4, 8)               301 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@           |
[8, 16)              378 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)             258 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                 |
[32, 64)              38 |@@@@@                                               |
[64, 128)              6 |                                                    |
[128, 256)             2 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              1 |                                                    |
[1K, 2K)               0 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              0 |                                                    |
[16K, 32K)             0 |                                                    |
[32K, 64K)             0 |                                                    |
[64K, 128K)            1 |                                                    |
[128K, 256K)           2 |                                                    |

@per_proc[local-path-prov]: 
[2, 4)               177 |@@@@@@@@@@@@@@@                                     |
[4, 8)               591 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              110 |@@@@@@@@@                                           |
[16, 32)              63 |@@@@@                                               |
[32, 64)              32 |@@                                                  |
[64, 128)             17 |@                                                   |
[128, 256)            11 |                                                    |
[256, 512)             7 |                                                    |
[512, 1K)              1 |                                                    |
[1K, 2K)               4 |                                                    |

@per_proc[Chrome_IOThread]: 
[1]                    4 |                                                    |
[2, 4)               249 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                   |
[4, 8)               384 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               67 |@@@@@@@@@                                           |
[16, 32)              65 |@@@@@@@@                                            |
[32, 64)              99 |@@@@@@@@@@@@@                                       |
[64, 128)             52 |@@@@@@@                                             |
[128, 256)            46 |@@@@@@                                              |
[256, 512)            21 |@@                                                  |
[512, 1K)             18 |@@                                                  |
[1K, 2K)              14 |@                                                   |
[2K, 4K)               8 |@                                                   |
[4K, 8K)               2 |                                                    |
[8K, 16K)              1 |                                                    |

@per_proc[kworker/u32:5]: 
[1]                   13 |@@                                                  |
[2, 4)               109 |@@@@@@@@@@@@@@@@@@@@@@@                             |
[4, 8)               199 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[8, 16)              239 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@  |
[16, 32)             244 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[32, 64)              45 |@@@@@@@@@                                           |
[64, 128)             18 |@@@                                                 |
[128, 256)           125 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[256, 512)            10 |@@                                                  |
[512, 1K)              6 |@                                                   |
[1K, 2K)               7 |@                                                   |
[2K, 4K)               8 |@                                                   |
[4K, 8K)               2 |                                                    |
[8K, 16K)              4 |                                                    |
[16K, 32K)             2 |                                                    |

@per_proc[KMS thread]: 
[1]                    1 |                                                    |
[2, 4)                76 |@@@@@@                                              |
[4, 8)               342 |@@@@@@@@@@@@@@@@@@@@@@@@@@@                         |
[8, 16)              637 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)              94 |@@@@@@@                                             |
[32, 64)               6 |                                                    |
[64, 128)              3 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             1 |                                                    |
[512, 1K)              3 |                                                    |
[1K, 2K)               0 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               1 |                                                    |
[8K, 16K)              0 |                                                    |
[16K, 32K)             1 |                                                    |

@per_proc[systemd-journal]: 
[1]                    4 |                                                    |
[2, 4)               190 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                    |
[4, 8)               294 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@  |
[8, 16)              277 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@     |
[16, 32)             305 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[32, 64)              44 |@@@@@@@                                             |
[64, 128)             34 |@@@@@                                               |
[128, 256)            30 |@@@@@                                               |
[256, 512)            21 |@@@                                                 |
[512, 1K)              8 |@                                                   |
[1K, 2K)               2 |                                                    |
[2K, 4K)               6 |@                                                   |
[4K, 8K)               3 |                                                    |
[8K, 16K)              1 |                                                    |

@per_proc[txg_sync]: 
[1]                   56 |@@@@                                                |
[2, 4)               707 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               290 |@@@@@@@@@@@@@@@@@@@@@                               |
[8, 16)              116 |@@@@@@@@                                            |
[16, 32)              64 |@@@@                                                |
[32, 64)              26 |@                                                   |
[64, 128)             13 |                                                    |
[128, 256)            12 |                                                    |
[256, 512)             6 |                                                    |
[512, 1K)              2 |                                                    |
[1K, 2K)               2 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               1 |                                                    |

@per_proc[kworker/u32:1]: 
[1]                   80 |@@@@@@                                              |
[2, 4)               686 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               322 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[8, 16)              115 |@@@@@@@@                                            |
[16, 32)              64 |@@@@                                                |
[32, 64)              25 |@                                                   |
[64, 128)              4 |                                                    |
[128, 256)            27 |@@                                                  |
[256, 512)             6 |                                                    |
[512, 1K)              6 |                                                    |
[1K, 2K)               0 |                                                    |
[2K, 4K)               3 |                                                    |

@per_proc[kworker/u33:3]: 
[1]                   37 |@@@@                                                |
[2, 4)               481 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               232 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[8, 16)              176 |@@@@@@@@@@@@@@@@@@@                                 |
[16, 32)             141 |@@@@@@@@@@@@@@@                                     |
[32, 64)             186 |@@@@@@@@@@@@@@@@@@@@                                |
[64, 128)             88 |@@@@@@@@@                                           |
[128, 256)             7 |                                                    |
[256, 512)             5 |                                                    |
[512, 1K)              4 |                                                    |
[1K, 2K)               5 |                                                    |
[2K, 4K)               2 |                                                    |

@per_proc[gdbus]: 
[1]                    2 |                                                    |
[2, 4)               406 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               372 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@     |
[8, 16)              149 |@@@@@@@@@@@@@@@@@@@                                 |
[16, 32)              79 |@@@@@@@@@@                                          |
[32, 64)              48 |@@@@@@                                              |
[64, 128)             39 |@@@@                                                |
[128, 256)           103 |@@@@@@@@@@@@@                                       |
[256, 512)           107 |@@@@@@@@@@@@@                                       |
[512, 1K)             57 |@@@@@@@                                             |
[1K, 2K)              18 |@@                                                  |
[2K, 4K)               7 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              0 |                                                    |
[16K, 32K)             1 |                                                    |

@per_proc[service]: 
[1]                    1 |                                                    |
[2, 4)               268 |@@@@@@@@@@@@@@@@@@@                                 |
[4, 8)               702 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              259 |@@@@@@@@@@@@@@@@@@@                                 |
[16, 32)              98 |@@@@@@@                                             |
[32, 64)              57 |@@@@                                                |
[64, 128)             10 |                                                    |
[128, 256)             4 |                                                    |
[256, 512)             6 |                                                    |
[512, 1K)              6 |                                                    |
[1K, 2K)               1 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               1 |                                                    |

@per_proc[dp_sync_taskq]: 
[1]                   23 |@                                                   |
[2, 4)               607 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               163 |@@@@@@@@@@@@@                                       |
[8, 16)              136 |@@@@@@@@@@@                                         |
[16, 32)              91 |@@@@@@@                                             |
[32, 64)              69 |@@@@@                                               |
[64, 128)             91 |@@@@@@@                                             |
[128, 256)            75 |@@@@@@                                              |
[256, 512)            79 |@@@@@@                                              |
[512, 1K)             55 |@@@@                                                |
[1K, 2K)              27 |@@                                                  |
[2K, 4K)              15 |@                                                   |
[4K, 8K)               5 |                                                    |
[8K, 16K)              9 |                                                    |

@per_proc[z_flush_int]: 
[1]                   31 |@@@                                                 |
[2, 4)               508 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               352 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                |
[8, 16)              376 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)              70 |@@@@@@@                                             |
[32, 64)              23 |@@                                                  |
[64, 128)             18 |@                                                   |
[128, 256)            12 |@                                                   |
[256, 512)            27 |@@                                                  |
[512, 1K)             16 |@                                                   |
[1K, 2K)               6 |                                                    |
[2K, 4K)               4 |                                                    |
[4K, 8K)               3 |                                                    |

@per_proc[ThreadPoolForeg]: 
[1]                    2 |                                                    |
[2, 4)               253 |@@@@@@@@@@@@@@@@@@@@@@@@@@@                         |
[4, 8)               473 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              168 |@@@@@@@@@@@@@@@@@@                                  |
[16, 32)             118 |@@@@@@@@@@@@                                        |
[32, 64)             112 |@@@@@@@@@@@@                                        |
[64, 128)             74 |@@@@@@@@                                            |
[128, 256)            59 |@@@@@@                                              |
[256, 512)            66 |@@@@@@@                                             |
[512, 1K)             53 |@@@@@                                               |
[1K, 2K)              32 |@@@                                                 |
[2K, 4K)              25 |@@                                                  |
[4K, 8K)              17 |@                                                   |
[8K, 16K)              5 |                                                    |

@per_proc[kworker/5:2]: 
[2, 4)                19 |@                                                   |
[4, 8)               521 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              437 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[16, 32)             356 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                 |
[32, 64)              65 |@@@@@@                                              |
[64, 128)             30 |@@                                                  |
[128, 256)            11 |@                                                   |
[256, 512)            10 |                                                    |
[512, 1K)             27 |@@                                                  |
[1K, 2K)               5 |                                                    |
[2K, 4K)               4 |                                                    |
[4K, 8K)               1 |                                                    |
[8K, 16K)              2 |                                                    |
[16K, 32K)             2 |                                                    |

@per_proc[all-in-one-linu]: 
[2, 4)               227 |@@@@@@@@@@@@@@@                                     |
[4, 8)               780 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              354 |@@@@@@@@@@@@@@@@@@@@@@@                             |
[16, 32)             115 |@@@@@@@                                             |
[32, 64)              36 |@@                                                  |
[64, 128)              6 |                                                    |
[128, 256)             6 |                                                    |
[256, 512)            10 |                                                    |
[512, 1K)              9 |                                                    |
[1K, 2K)               1 |                                                    |

@per_proc[ksoftirqd/2]: 
[2, 4)                28 |@@                                                  |
[4, 8)               558 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[8, 16)              659 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)             255 |@@@@@@@@@@@@@@@@@@@@                                |
[32, 64)              81 |@@@@@@                                              |
[64, 128)             28 |@@                                                  |
[128, 256)             4 |                                                    |
[256, 512)             4 |                                                    |
[512, 1K)              4 |                                                    |
[1K, 2K)               2 |                                                    |
[2K, 4K)               1 |                                                    |
[4K, 8K)               1 |                                                    |
[8K, 16K)              4 |                                                    |
[16K, 32K)             2 |                                                    |
[32K, 64K)             1 |                                                    |
[64K, 128K)            3 |                                                    |
[128K, 256K)           0 |                                                    |
[256K, 512K)           2 |                                                    |

@per_proc[kworker/4:1]: 
[2, 4)                23 |@@                                                  |
[4, 8)               583 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              487 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[16, 32)             401 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                 |
[32, 64)              96 |@@@@@@@@                                            |
[64, 128)             27 |@@                                                  |
[128, 256)            15 |@                                                   |
[256, 512)            14 |@                                                   |
[512, 1K)             32 |@@                                                  |
[1K, 2K)               5 |                                                    |
[2K, 4K)               3 |                                                    |
[4K, 8K)               2 |                                                    |
[8K, 16K)              1 |                                                    |

@per_proc[libuv-worker]: 
[1]                   12 |@                                                   |
[2, 4)               501 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)               585 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              159 |@@@@@@@@@@@@@@                                      |
[16, 32)             108 |@@@@@@@@@                                           |
[32, 64)             172 |@@@@@@@@@@@@@@@                                     |
[64, 128)             68 |@@@@@@                                              |
[128, 256)            61 |@@@@@                                               |
[256, 512)            30 |@@                                                  |
[512, 1K)             36 |@@@                                                 |
[1K, 2K)              11 |                                                    |
[2K, 4K)               5 |                                                    |
[4K, 8K)               3 |                                                    |

@per_proc[ksoftirqd/3]: 
[2, 4)                37 |@@                                                  |
[4, 8)               484 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@                        |
[8, 16)              875 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)             231 |@@@@@@@@@@@@@                                       |
[32, 64)              84 |@@@@                                                |
[64, 128)             11 |                                                    |
[128, 256)             6 |                                                    |
[256, 512)             4 |                                                    |
[512, 1K)              2 |                                                    |
[1K, 2K)               2 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               1 |                                                    |
[8K, 16K)              3 |                                                    |
[16K, 32K)             2 |                                                    |
[32K, 64K)             4 |                                                    |
[64K, 128K)            1 |                                                    |
[128K, 256K)           3 |                                                    |
[256K, 512K)           1 |                                                    |

@per_proc[kworker/6:1]: 
[2, 4)                11 |                                                    |
[4, 8)               649 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[8, 16)              760 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)             253 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)              60 |@@@@                                                |
[64, 128)             17 |@                                                   |
[128, 256)            21 |@                                                   |
[256, 512)             6 |                                                    |
[512, 1K)             39 |@@                                                  |
[1K, 2K)               7 |                                                    |
[2K, 4K)               4 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              3 |                                                    |
[16K, 32K)             2 |                                                    |

@per_proc[kworker/2:2]: 
[2, 4)                21 |@                                                   |
[4, 8)               508 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                   |
[8, 16)              793 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)             625 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@            |
[32, 64)              70 |@@@@                                                |
[64, 128)             15 |                                                    |
[128, 256)             7 |                                                    |
[256, 512)             1 |                                                    |
[512, 1K)              2 |                                                    |
[1K, 2K)               2 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               1 |                                                    |
[8K, 16K)              1 |                                                    |
[16K, 32K)             1 |                                                    |
[32K, 64K)             0 |                                                    |
[64K, 128K)            3 |                                                    |
[128K, 256K)           1 |                                                    |

@per_proc[kworker/1:0]: 
[2, 4)                29 |@                                                   |
[4, 8)               760 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              649 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[16, 32)             488 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                   |
[32, 64)              94 |@@@@@@                                              |
[64, 128)             29 |@                                                   |
[128, 256)            24 |@                                                   |
[256, 512)            10 |                                                    |
[512, 1K)             50 |@@@                                                 |
[1K, 2K)               9 |                                                    |
[2K, 4K)               6 |                                                    |
[4K, 8K)               2 |                                                    |
[8K, 16K)              3 |                                                    |
[16K, 32K)             3 |                                                    |
[32K, 64K)             2 |                                                    |

@per_proc[gnome-shell]: 
[1]                    9 |                                                    |
[2, 4)               589 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)               689 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              267 |@@@@@@@@@@@@@@@@@@@@                                |
[16, 32)             358 |@@@@@@@@@@@@@@@@@@@@@@@@@@@                         |
[32, 64)             120 |@@@@@@@@@                                           |
[64, 128)             88 |@@@@@@                                              |
[128, 256)            18 |@                                                   |
[256, 512)            14 |@                                                   |
[512, 1K)             15 |@                                                   |
[1K, 2K)               5 |                                                    |
[2K, 4K)               2 |                                                    |
[4K, 8K)               2 |                                                    |

@per_proc[kworker/u32:8]: 
[1]                  105 |@@@@                                                |
[2, 4)              1180 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               584 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[8, 16)              274 |@@@@@@@@@@@@                                        |
[16, 32)             210 |@@@@@@@@@                                           |
[32, 64)              67 |@@                                                  |
[64, 128)             22 |                                                    |
[128, 256)            91 |@@@@                                                |
[256, 512)             7 |                                                    |
[512, 1K)             11 |                                                    |
[1K, 2K)               2 |                                                    |
[2K, 4K)               6 |                                                    |
[4K, 8K)               6 |                                                    |
[8K, 16K)              1 |                                                    |
[16K, 32K)             1 |                                                    |

@per_proc[dockerd]: 
[1]                   37 |@                                                   |
[2, 4)               994 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ |
[4, 8)              1008 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              425 |@@@@@@@@@@@@@@@@@@@@@                               |
[16, 32)             211 |@@@@@@@@@@                                          |
[32, 64)             121 |@@@@@@                                              |
[64, 128)             36 |@                                                   |
[128, 256)            10 |                                                    |
[256, 512)             7 |                                                    |
[512, 1K)              7 |                                                    |
[1K, 2K)               4 |                                                    |
[2K, 4K)               1 |                                                    |
[4K, 8K)               1 |                                                    |
[8K, 16K)              0 |                                                    |
[16K, 32K)             0 |                                                    |
[32K, 64K)             0 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@per_proc[z_null_int]: 
[1]                   53 |@                                                   |
[2, 4)              1404 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               890 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                    |
[8, 16)              337 |@@@@@@@@@@@@                                        |
[16, 32)             168 |@@@@@@                                              |
[32, 64)              22 |                                                    |
[64, 128)             22 |                                                    |
[128, 256)            16 |                                                    |
[256, 512)            15 |                                                    |
[512, 1K)              1 |                                                    |
[1K, 2K)               2 |                                                    |

@per_proc[kworker/u32:3]: 
[1]                   91 |@@@@                                                |
[2, 4)              1118 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               730 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                   |
[8, 16)              438 |@@@@@@@@@@@@@@@@@@@@                                |
[16, 32)             355 |@@@@@@@@@@@@@@@@                                    |
[32, 64)              76 |@@@                                                 |
[64, 128)             22 |@                                                   |
[128, 256)           160 |@@@@@@@                                             |
[256, 512)            19 |                                                    |
[512, 1K)             16 |                                                    |
[1K, 2K)               5 |                                                    |
[2K, 4K)               8 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              1 |                                                    |
[16K, 32K)             1 |                                                    |

@per_proc[redis-server]: 
[2, 4)               474 |@@@@@@@@@@@@@@                                      |
[4, 8)              1654 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              683 |@@@@@@@@@@@@@@@@@@@@@                               |
[16, 32)             195 |@@@@@@                                              |
[32, 64)              57 |@                                                   |
[64, 128)             11 |                                                    |
[128, 256)            15 |                                                    |
[256, 512)            15 |                                                    |
[512, 1K)              7 |                                                    |
[1K, 2K)               2 |                                                    |
[2K, 4K)               1 |                                                    |

@per_proc[kworker/7:1]: 
[2, 4)                22 |                                                    |
[4, 8)              1334 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@    |
[8, 16)             1418 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)             554 |@@@@@@@@@@@@@@@@@@@@                                |
[32, 64)             221 |@@@@@@@@                                            |
[64, 128)             42 |@                                                   |
[128, 256)            32 |@                                                   |
[256, 512)            32 |@                                                   |
[512, 1K)             47 |@                                                   |
[1K, 2K)              41 |@                                                   |
[2K, 4K)               5 |                                                    |
[4K, 8K)               1 |                                                    |

@per_proc[Compositor]: 
[1]                   51 |@                                                   |
[2, 4)              1329 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@           |
[4, 8)              1654 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              248 |@@@@@@@                                             |
[16, 32)             404 |@@@@@@@@@@@@                                        |
[32, 64)             387 |@@@@@@@@@@@@                                        |
[64, 128)            237 |@@@@@@@                                             |
[128, 256)           170 |@@@@@                                               |
[256, 512)            84 |@@                                                  |
[512, 1K)             96 |@@@                                                 |
[1K, 2K)              82 |@@                                                  |
[2K, 4K)              66 |@@                                                  |
[4K, 8K)              11 |                                                    |

@per_proc[kube-proxy]: 
[1]                    1 |                                                    |
[2, 4)               943 |@@@@@@@@@@@@@@@@@@                                  |
[4, 8)              2657 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              673 |@@@@@@@@@@@@@                                       |
[16, 32)             337 |@@@@@@                                              |
[32, 64)             167 |@@@                                                 |
[64, 128)            133 |@@                                                  |
[128, 256)            82 |@                                                   |
[256, 512)            37 |                                                    |
[512, 1K)             19 |                                                    |
[1K, 2K)              26 |                                                    |
[2K, 4K)               9 |                                                    |
[4K, 8K)               3 |                                                    |
[8K, 16K)              0 |                                                    |
[16K, 32K)             1 |                                                    |

@per_proc[irq/165-rtw88_p]: 
[2, 4)               473 |@@@@@@@@@                                           |
[4, 8)              2725 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
