@runq_delay_us: 
[2, 4)               400 |@@@@@@                                              |
[1K, 2K)               0 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              0 |                                                    |
[16K, 32K)             1 |                                                    |

@per_proc[gvfs-afc-volume]: 
[2, 4)                33 |@@@@@@@@@@@                                         |
[4, 8)               145 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               87 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                     |
[16, 32)              52 |@@@@@@@@@@@@@@@@@@                                  |
[32, 64)              17 |@@@@@@                                              |
[64, 128)              9 |@@@                                                 |
[128, 256)             5 |@                                                   |
[256, 512)             8 |@@                                                  |
[512, 1K)              3 |@                                                   |
[1K, 2K)               0 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               1 |                                                    |

@per_proc[arc_reap]: 
[1]                    2 |@                                                   |
[2, 4)                66 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                  |
[4, 8)               100 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               60 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                     |
[16, 32)              44 |@@@@@@@@@@@@@@@@@@@@@@                              |
[32, 64)              40 |@@@@@@@@@@@@@@@@@@@@                                |
[64, 128)             14 |@@@@@@@                                             |
[128, 256)             9 |@@@@                                                |
[256, 512)             9 |@@@@                                                |
[512, 1K)             14 |@@@@@@@                                             |
[1K, 2K)               8 |@@@@                                                |
[2K, 4K)               3 |@                                                   |
[4K, 8K)               2 |@                                                   |
[8K, 16K)              2 |@                                                   |

@per_proc[sleep]: 
[2, 4)                 2 |@                                                   |
[4, 8)                87 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               12 |@@@@@@@                                             |
[16, 32)               9 |@@@@@                                               |
[32, 64)               9 |@@@@@                                               |
[64, 128)             15 |@@@@@@@@                                            |
[128, 256)            28 |@@@@@@@@@@@@@@@@                                    |
[256, 512)            57 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                  |
[512, 1K)             64 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[1K, 2K)              48 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@                        |
[2K, 4K)              28 |@@@@@@@@@@@@@@@@                                    |
[4K, 8K)              17 |@@@@@@@@@@                                          |
[8K, 16K)              7 |@@@@                                                |
[16K, 32K)             3 |@                                                   |
[32K, 64K)             3 |@                                                   |

@per_proc[migration/0]: 
[2, 4)                 1 |                                                    |
[4, 8)               212 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              151 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)              33 |@@@@@@@@                                            |
[32, 64)               1 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             1 |                                                    |

@per_proc[wpa_supplicant]: 
[1]                    7 |@@@                                                 |
[2, 4)               101 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)               119 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               80 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                  |
[16, 32)              46 |@@@@@@@@@@@@@@@@@@@@                                |
[32, 64)              15 |@@@@@@                                              |
[64, 128)              9 |@@@                                                 |
[128, 256)            20 |@@@@@@@@                                            |
[256, 512)            14 |@@@@@@                                              |
[512, 1K)              0 |                                                    |
[1K, 2K)               0 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               1 |                                                    |

@per_proc[snapd]: 
[1]                    3 |                                                    |
[2, 4)                60 |@@@@@@@@@@@@@@@@                                    |
[4, 8)               193 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              100 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)              38 |@@@@@@@@@@                                          |
[32, 64)              12 |@@@                                                 |
[64, 128)             10 |@@                                                  |
[128, 256)             8 |@@                                                  |
[256, 512)             2 |                                                    |
[512, 1K)              2 |                                                    |
[1K, 2K)               3 |                                                    |
[2K, 4K)               1 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              2 |                                                    |

@per_proc[gsd-sharing]: 
[2, 4)                84 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[4, 8)               167 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               51 |@@@@@@@@@@@@@@@                                     |
[16, 32)              21 |@@@@@@                                              |
[32, 64)              41 |@@@@@@@@@@@@                                        |
[64, 128)             27 |@@@@@@@@                                            |
[128, 256)            19 |@@@@@                                               |
[256, 512)            20 |@@@@@@                                              |
[512, 1K)             11 |@@@                                                 |
[1K, 2K)               7 |@@                                                  |
[2K, 4K)               5 |@                                                   |

@per_proc[gjs]: 
[2, 4)                49 |@@@@@@@@                                            |
[4, 8)               309 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               42 |@@@@@@@                                             |
[16, 32)              33 |@@@@@                                               |
[32, 64)               8 |@                                                   |
[64, 128)              4 |                                                    |
[128, 256)             2 |                                                    |
[256, 512)             6 |@                                                   |
[512, 1K)              2 |                                                    |

@per_proc[kworker/4:0]: 
[2, 4)                14 |@@@@                                                |
[4, 8)               147 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              113 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@             |
[16, 32)             126 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[32, 64)              27 |@@@@@@@@@                                           |
[64, 128)              6 |@@                                                  |
[128, 256)            10 |@@@                                                 |
[256, 512)             8 |@@                                                  |
[512, 1K)             12 |@@@@                                                |
[1K, 2K)               0 |                                                    |
[2K, 4K)               3 |@                                                   |
[4K, 8K)               2 |                                                    |

@per_proc[wc]: 
[2, 4)               119 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                  |
[4, 8)               177 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               58 |@@@@@@@@@@@@@@@@@                                   |
[16, 32)              36 |@@@@@@@@@@                                          |
[32, 64)              28 |@@@@@@@@                                            |
[64, 128)             23 |@@@@@@                                              |
[128, 256)            15 |@@@@                                                |
[256, 512)            10 |@@                                                  |
[512, 1K)              4 |@                                                   |
[1K, 2K)               3 |                                                    |
[2K, 4K)               2 |                                                    |
[4K, 8K)               2 |                                                    |

@per_proc[spl_dynamic_tas]: 
[1]                    2 |                                                    |
[2, 4)               127 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@           |
[4, 8)               160 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               93 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                      |
[16, 32)              43 |@@@@@@@@@@@@@                                       |
[32, 64)              12 |@@@                                                 |
[64, 128)             12 |@@@                                                 |
[128, 256)            17 |@@@@@                                               |
[256, 512)            11 |@@@                                                 |
[512, 1K)              2 |                                                    |
[1K, 2K)               4 |@                                                   |
[2K, 4K)               8 |@@                                                  |
[4K, 8K)               1 |                                                    |
[8K, 16K)              2 |                                                    |

@per_proc[snap]: 
[2, 4)                27 |@@@@@@                                              |
[4, 8)               206 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               68 |@@@@@@@@@@@@@@@@@                                   |
[16, 32)              72 |@@@@@@@@@@@@@@@@@@                                  |
[32, 64)              47 |@@@@@@@@@@@                                         |
[64, 128)             24 |@@@@@@                                              |
[128, 256)            23 |@@@@@                                               |
[256, 512)            17 |@@@@                                                |
[512, 1K)             14 |@@@                                                 |
[1K, 2K)               6 |@                                                   |
[2K, 4K)               6 |@                                                   |
[4K, 8K)               0 |                                                    |
[8K, 16K)              1 |                                                    |

@per_proc[iio-sensor-prox]: 
[1]                    2 |                                                    |
[2, 4)                98 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[4, 8)               200 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              127 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                   |
[16, 32)              48 |@@@@@@@@@@@@                                        |
[32, 64)              16 |@@@@                                                |
[64, 128)              9 |@@                                                  |
[128, 256)             7 |@                                                   |
[256, 512)             7 |@                                                   |
[512, 1K)              3 |                                                    |
[1K, 2K)               2 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              4 |@                                                   |

@per_proc[z_metaslab]: 
[2, 4)               128 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@      |
[4, 8)               143 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              105 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)              29 |@@@@@@@@@@                                          |
[32, 64)              40 |@@@@@@@@@@@@@@                                      |
[64, 128)             57 |@@@@@@@@@@@@@@@@@@@@                                |
[128, 256)            12 |@@@@                                                |
[256, 512)             2 |                                                    |
[512, 1K)              2 |                                                    |
[1K, 2K)               5 |@                                                   |
[2K, 4K)               3 |@                                                   |
[4K, 8K)               3 |@                                                   |
[8K, 16K)              3 |@                                                   |
[16K, 32K)             1 |                                                    |

@per_proc[antigrav:gdrv0]: 
[1]                    1 |                                                    |
[2, 4)                74 |@@@@@@@@@@@@@@@                                     |
[4, 8)               256 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               39 |@@@@@@@                                             |
[16, 32)              23 |@@@@                                                |
[32, 64)              12 |@@                                                  |
[64, 128)             30 |@@@@@@                                              |
[128, 256)            35 |@@@@@@@                                             |
[256, 512)            33 |@@@@@@                                              |
[512, 1K)             32 |@@@@@@                                              |
[1K, 2K)              16 |@@@                                                 |
[2K, 4K)              11 |@@                                                  |
[4K, 8K)               5 |@                                                   |
[8K, 16K)              0 |                                                    |
[16K, 32K)             0 |                                                    |
[32K, 64K)             1 |                                                    |

@per_proc[NetworkManager]: 
[1]                    1 |                                                    |
[2, 4)                94 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                    |
[4, 8)               151 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               89 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                      |
[16, 32)              33 |@@@@@@@@@@@                                         |
[32, 64)              43 |@@@@@@@@@@@@@@                                      |
[64, 128)             38 |@@@@@@@@@@@@@                                       |
[128, 256)            62 |@@@@@@@@@@@@@@@@@@@@@                               |
[256, 512)            31 |@@@@@@@@@@                                          |
[512, 1K)             27 |@@@@@@@@@                                           |
[1K, 2K)               7 |@@                                                  |
[2K, 4K)               3 |@                                                   |

@per_proc[dbus-daemon]: 
[1]                    2 |                                                    |
[2, 4)                85 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[4, 8)               171 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               87 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)              47 |@@@@@@@@@@@@@@                                      |
[32, 64)              75 |@@@@@@@@@@@@@@@@@@@@@@                              |
[64, 128)             56 |@@@@@@@@@@@@@@@@@                                   |
[128, 256)            32 |@@@@@@@@@                                           |
[256, 512)            22 |@@@@@@                                              |
[512, 1K)              8 |@@                                                  |
[1K, 2K)               1 |                                                    |

@per_proc[hwrng]: 
[1]                    7 |                                                    |
[2, 4)               110 |@@@@@@@@@@@@@@@                                     |
[4, 8)               373 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               78 |@@@@@@@@@@                                          |
[16, 32)              27 |@@@                                                 |
[32, 64)              11 |@                                                   |
[64, 128)             11 |@                                                   |
[128, 256)             3 |                                                    |
[256, 512)             2 |                                                    |

@per_proc[mmp]: 
[1]                    9 |@                                                   |
[2, 4)               212 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@       |
[4, 8)               240 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              147 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                     |
[16, 32)              55 |@@@@@@@@@@@                                         |
[32, 64)              13 |@@                                                  |
[64, 128)              7 |@                                                   |
[128, 256)             7 |@                                                   |
[256, 512)            11 |@@                                                  |
[512, 1K)              7 |@                                                   |
[1K, 2K)               5 |@                                                   |
[2K, 4K)               1 |                                                    |
[4K, 8K)               3 |                                                    |
[8K, 16K)              4 |                                                    |
[16K, 32K)             1 |                                                    |
[32K, 64K)             1 |                                                    |

@per_proc[ThreadPoolServi]: 
[2, 4)                46 |@@@@@@@@@@@@@@@@                                    |
[4, 8)               147 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               46 |@@@@@@@@@@@@@@@@                                    |
[16, 32)              99 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                 |
[32, 64)              36 |@@@@@@@@@@@@                                        |
[64, 128)             61 |@@@@@@@@@@@@@@@@@@@@@                               |
[128, 256)            63 |@@@@@@@@@@@@@@@@@@@@@@                              |
[256, 512)            97 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                  |
[512, 1K)             69 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[1K, 2K)              40 |@@@@@@@@@@@@@@                                      |
[2K, 4K)              19 |@@@@@@                                              |
[4K, 8K)               2 |                                                    |
[8K, 16K)              3 |@                                                   |
[16K, 32K)             6 |@@                                                  |

@per_proc[thermald]: 
[1]                    1 |                                                    |
[2, 4)               286 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               214 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[8, 16)              136 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)              53 |@@@@@@@@@                                           |
[32, 64)              21 |@@@                                                 |
[64, 128)              9 |@                                                   |
[128, 256)             7 |@                                                   |
[256, 512)             5 |                                                    |
[512, 1K)              5 |                                                    |
[1K, 2K)               0 |                                                    |
[2K, 4K)               1 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              2 |                                                    |
[16K, 32K)             1 |                                                    |

@per_proc[memcached]: 
[1]                    1 |                                                    |
[2, 4)                85 |@@@@@@@@@@@@@@@@                                    |
[4, 8)               271 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              165 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                     |
[16, 32)             107 |@@@@@@@@@@@@@@@@@@@@                                |
[32, 64)              38 |@@@@@@@                                             |
[64, 128)             19 |@@@                                                 |
[128, 256)            18 |@@@                                                 |
[256, 512)            15 |@@                                                  |
[512, 1K)             12 |@@                                                  |
[1K, 2K)               5 |                                                    |
[2K, 4K)               8 |@                                                   |
[4K, 8K)               0 |                                                    |
[8K, 16K)              1 |                                                    |
[16K, 32K)             0 |                                                    |
[32K, 64K)             1 |                                                    |

@per_proc[kworker/3:1H]: 
[2, 4)               216 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[4, 8)               437 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               84 |@@@@@@@@@                                           |
[16, 32)              10 |@                                                   |
[32, 64)               5 |                                                    |

@per_proc[JS Helper]: 
[1]                    1 |                                                    |
[2, 4)               198 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)               244 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              103 |@@@@@@@@@@@@@@@@@@@@@                               |
[16, 32)              56 |@@@@@@@@@@@                                         |
[32, 64)              56 |@@@@@@@@@@@                                         |
[64, 128)             50 |@@@@@@@@@@                                          |
[128, 256)            33 |@@@@@@@                                             |
[256, 512)            20 |@@@@                                                |
[512, 1K)             23 |@@@@                                                |
[1K, 2K)              13 |@@                                                  |
[2K, 4K)               3 |                                                    |
[4K, 8K)               1 |                                                    |

@per_proc[kworker/2:1H]: 
[2, 4)               225 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[4, 8)               453 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              104 |@@@@@@@@@@@                                         |
[16, 32)              18 |@@                                                  |
[32, 64)               7 |                                                    |
[64, 128)              1 |                                                    |
[128, 256)             1 |                                                    |

@per_proc[dbuf_evict]: 
[1]                    7 |@@                                                  |
[2, 4)               149 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)               174 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               48 |@@@@@@@@@@@@@@                                      |
[16, 32)              76 |@@@@@@@@@@@@@@@@@@@@@@                              |
[32, 64)              51 |@@@@@@@@@@@@@@@                                     |
[64, 128)             57 |@@@@@@@@@@@@@@@@@                                   |
[128, 256)            61 |@@@@@@@@@@@@@@@@@@                                  |
[256, 512)            70 |@@@@@@@@@@@@@@@@@@@@                                |
[512, 1K)            100 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                       |
[1K, 2K)              12 |@@@                                                 |
[2K, 4K)               7 |@@                                                  |
[4K, 8K)               1 |                                                    |
[8K, 16K)              5 |@                                                   |
[16K, 32K)             5 |@                                                   |
[32K, 64K)             3 |                                                    |
[64K, 128K)            7 |@@                                                  |
[128K, 256K)           6 |@                                                   |
[256K, 512K)           1 |                                                    |
[512K, 1M)             1 |                                                    |

@per_proc[dmcrypt_write/2]: 
[2, 4)               338 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)               407 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               59 |@@@@@@@                                             |
[16, 32)              35 |@@@@                                                |
[32, 64)              14 |@                                                   |
[64, 128)              7 |                                                    |
[128, 256)             4 |                                                    |
[256, 512)             4 |                                                    |
[512, 1K)              8 |@                                                   |
[1K, 2K)               1 |                                                    |
[2K, 4K)               1 |                                                    |

@per_proc[gmain]: 
[1]                    1 |                                                    |
[2, 4)                47 |@@@@@@@@@@                                          |
[4, 8)               224 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@    |
[8, 16)              242 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)             146 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                     |
[32, 64)             112 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[64, 128)             77 |@@@@@@@@@@@@@@@@                                    |
[128, 256)            23 |@@@@                                                |
[256, 512)            10 |@@                                                  |
[512, 1K)             18 |@@@                                                 |
[1K, 2K)               6 |@                                                   |
[2K, 4K)               1 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              0 |                                                    |
[16K, 32K)             2 |                                                    |
[32K, 64K)             1 |                                                    |

@per_proc[ibus-daemon]: 
[2, 4)               287 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               258 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@      |
[8, 16)               95 |@@@@@@@@@@@@@@@@@                                   |
[16, 32)              25 |@@@@                                                |
[32, 64)             151 |@@@@@@@@@@@@@@@@@@@@@@@@@@@                         |
[64, 128)            102 |@@@@@@@@@@@@@@@@@@                                  |
[128, 256)            64 |@@@@@@@@@@@                                         |
[256, 512)            39 |@@@@@@@                                             |
[512, 1K)              9 |@                                                   |
[1K, 2K)               5 |                                                    |
[2K, 4K)               3 |                                                    |
[4K, 8K)               1 |                                                    |
[8K, 16K)              2 |                                                    |

@per_proc[DedicatedWorker]: 
[2, 4)                58 |@@@@@@@@                                            |
[4, 8)               357 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              119 |@@@@@@@@@@@@@@@@@                                   |
[16, 32)             116 |@@@@@@@@@@@@@@@@                                    |
[32, 64)             117 |@@@@@@@@@@@@@@@@@                                   |
[64, 128)             94 |@@@@@@@@@@@@@                                       |
[128, 256)            51 |@@@@@@@                                             |
[256, 512)            46 |@@@@@@                                              |
[512, 1K)             36 |@@@@@                                               |
[1K, 2K)              34 |@@@@                                                |
[2K, 4K)              42 |@@@@@@                                              |
[4K, 8K)              18 |@@                                                  |
[8K, 16K)              5 |                                                    |
[16K, 32K)             1 |                                                    |

@per_proc[kworker/4:1H]: 
[2, 4)               293 |@@@@@@@@@@@@@@@@@@@@                                |
[4, 8)               749 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               88 |@@@@@@                                              |
[16, 32)              32 |@@                                                  |
[32, 64)               6 |                                                    |
[64, 128)              1 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             1 |                                                    |

@per_proc[local-path-prov]: 
[1]                    2 |                                                    |
[2, 4)               127 |@@@@@@@@@@@@                                        |
[4, 8)               531 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              245 |@@@@@@@@@@@@@@@@@@@@@@@                             |
[16, 32)             121 |@@@@@@@@@@@                                         |
[32, 64)              66 |@@@@@@                                              |
[64, 128)             49 |@@@@                                                |
[128, 256)            19 |@                                                   |
[256, 512)            19 |@                                                   |
[512, 1K)              7 |                                                    |
[1K, 2K)               3 |                                                    |
[2K, 4K)               1 |                                                    |

@per_proc[cpuUsage.sh]: 
[2, 4)                14 |@                                                   |
[4, 8)               429 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              246 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                       |
[16, 32)              42 |@@@@@                                               |
[32, 64)             123 |@@@@@@@@@@@@@@                                      |
[64, 128)             57 |@@@@@@                                              |
[128, 256)           107 |@@@@@@@@@@@@                                        |
[256, 512)            59 |@@@@@@@                                             |
[512, 1K)             69 |@@@@@@@@                                            |
[1K, 2K)              52 |@@@@@@                                              |
[2K, 4K)              42 |@@@@@                                               |
[4K, 8K)               6 |                                                    |
[8K, 16K)              1 |                                                    |

@per_proc[systemd-journal]: 
[1]                    2 |                                                    |
[2, 4)               176 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[4, 8)               365 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              274 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@             |
[16, 32)             347 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@   |
[32, 64)              96 |@@@@@@@@@@@@@                                       |
[64, 128)             41 |@@@@@                                               |
[128, 256)            38 |@@@@@                                               |
[256, 512)            25 |@@@                                                 |
[512, 1K)             27 |@@@                                                 |
[1K, 2K)               5 |                                                    |
[2K, 4K)               6 |                                                    |
[4K, 8K)               7 |                                                    |
[8K, 16K)              4 |                                                    |
[16K, 32K)             0 |                                                    |
[32K, 64K)             1 |                                                    |

@per_proc[kworker/0:1H]: 
[2, 4)               509 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                     |
[4, 8)               842 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               99 |@@@@@@                                              |
[16, 32)              35 |@@                                                  |
[32, 64)               3 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             1 |                                                    |

@per_proc[kworker/6:0H]: 
[2, 4)               527 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                     |
[4, 8)               870 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               90 |@@@@@                                               |
[16, 32)              37 |@@                                                  |
[32, 64)               9 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              0 |                                                    |
[1K, 2K)               0 |                                                    |
[2K, 4K)               1 |                                                    |

@per_proc[dp_sync_taskq]: 
[1]                   13 |@                                                   |
[2, 4)               495 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)               157 |@@@@@@@@@@@@@@@@                                    |
[8, 16)              218 |@@@@@@@@@@@@@@@@@@@@@@                              |
[16, 32)             114 |@@@@@@@@@@@                                         |
[32, 64)              76 |@@@@@@@                                             |
[64, 128)             94 |@@@@@@@@@                                           |
[128, 256)           116 |@@@@@@@@@@@@                                        |
[256, 512)           105 |@@@@@@@@@@@                                         |
[512, 1K)             85 |@@@@@@@@                                            |
[1K, 2K)              47 |@@@@                                                |
[2K, 4K)              35 |@@@                                                 |
[4K, 8K)              16 |@                                                   |
[8K, 16K)             10 |@                                                   |
[16K, 32K)             2 |                                                    |
[32K, 64K)             2 |                                                    |
[64K, 128K)            2 |                                                    |

@per_proc[kworker/u32:0]: 
[1]                   25 |@@                                                  |
[2, 4)               512 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@      |
[4, 8)               572 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              285 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)              94 |@@@@@@@@                                            |
[32, 64)              63 |@@@@@                                               |
[64, 128)             26 |@@                                                  |
[128, 256)            31 |@@                                                  |
[256, 512)            12 |@                                                   |
[512, 1K)              5 |                                                    |
[1K, 2K)               5 |                                                    |
[2K, 4K)               1 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              1 |                                                    |

@per_proc[service]: 
[1]                    2 |                                                    |
[2, 4)               163 |@@@@@@@@@@@                                         |
[4, 8)               763 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)              393 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)             129 |@@@@@@@@                                            |
[32, 64)             112 |@@@@@@@                                             |
